game_id,date,location,team,opp,score,opp_score,old_elo,opp_elo,elo_diff,result_class
2024-06-09LiberiaSão Tomé and Príncipe,2024-06-09,World Cup qualifier in Morocco,Liberia,São Tomé and Príncipe,1,0,1259,1059,200,T1
2024-06-09MauritaniaSenegal,2024-06-09,World Cup qualifier in Mauritania,Senegal,Mauritania,1,0,1761,1352,409,T1
2024-06-09MauritaniaSenegal,2024-06-09,World Cup qualifier in Mauritania,Mauritania,Senegal,0,1,1352,1761,-409,T2
2024-06-09MontenegroGeorgia,2024-06-09,Friendly in Montenegro,Georgia,Montenegro,3,1,1650,1571,79,T1
2024-06-09MontenegroGeorgia,2024-06-09,Friendly in Montenegro,Montenegro,Georgia,1,3,1571,1650,-79,T2
2024-06-09NamibiaTunisia,2024-06-09,World Cup qualifier in South Africa,Namibia,Tunisia,0,0,1363,1688,-325,D
2024-06-09NamibiaTunisia,2024-06-09,World Cup qualifier in South Africa,Tunisia,Namibia,0,0,1688,1363,325,D
2024-06-09PanamaMontserrat,2024-06-09,World Cup qualifier in Nicaragua,Montserrat,Panama,1,3,1016,1710,-694,T2
2024-06-09PanamaMontserrat,2024-06-09,World Cup qualifier in Nicaragua,Panama,Montserrat,3,1,1710,1016,694,T1
2024-06-09SlovakiaWales,2024-06-09,Friendly in Slovakia,Wales,Slovakia,0,4,1700,1655,45,T2
2024-06-09SlovakiaWales,2024-06-09,Friendly in Slovakia,Slovakia,Wales,4,0,1655,1700,-45,T1
2024-06-10BeninNigeria,2024-06-10,World Cup qualifier in Ivory Coast,Nigeria,Benin,1,2,1621,1372,249,T2
2024-06-10BeninNigeria,2024-06-10,World Cup qualifier in Ivory Coast,Benin,Nigeria,2,1,1372,1621,-249,T1
2024-06-10BotswanaSomalia,2024-06-10,World Cup qualifier in Mozambique,Botswana,Somalia,3,1,1330,904,426,T1
2024-06-10BotswanaSomalia,2024-06-10,World Cup qualifier in Mozambique,Somalia,Botswana,1,3,904,1330,-426,T2
2024-06-10Burkina FasoSierra Leone,2024-06-10,World Cup qualifier in Mali,Sierra Leone,Burkina Faso,2,2,1315,1495,-180,D
2024-06-10Burkina FasoSierra Leone,2024-06-10,World Cup qualifier in Mali,Burkina Faso,Sierra Leone,2,2,1495,1315,180,D
2024-06-10CzechiaNorth Macedonia,2024-06-10,Friendly in Czechia,North Macedonia,Czechia,1,2,1550,1774,-224,T2
2024-06-10CzechiaNorth Macedonia,2024-06-10,Friendly in Czechia,Czechia,North Macedonia,2,1,1774,1550,224,T1
2024-06-10Equatorial GuineaMalawi,2024-06-10,World Cup qualifier in Equatorial Guinea,Equatorial Guinea,Malawi,1,0,1549,1309,240,T1
2024-06-10Equatorial GuineaMalawi,2024-06-10,World Cup qualifier in Equatorial Guinea,Malawi,Equatorial Guinea,0,1,1309,1549,-240,T2
2024-06-10GhanaCentral African Republic,2024-06-10,World Cup qualifier in Ghana,Ghana,Central African Republic,4,3,1535,1333,202,T1
2024-06-10GhanaCentral African Republic,2024-06-10,World Cup qualifier in Ghana,Central African Republic,Ghana,3,4,1333,1535,-202,T2
2024-06-10Guinea-BissauEgypt,2024-06-10,World Cup qualifier in Guinea-Bissau,Guinea-Bissau,Egypt,1,1,1353,1645,-292,D
2024-06-10Guinea-BissauEgypt,2024-06-10,World Cup qualifier in Guinea-Bissau,Egypt,Guinea-Bissau,1,1,1645,1353,292,D
2024-06-10MozambiqueGuinea,2024-06-10,World Cup qualifier in Morocco,Mozambique,Guinea,1,0,1368,1513,-145,T1
2024-06-10MozambiqueGuinea,2024-06-10,World Cup qualifier in Morocco,Guinea,Mozambique,0,1,1513,1368,145,T2
2024-06-10NetherlandsIceland,2024-06-10,Friendly in the Netherlands,Iceland,Netherlands,0,4,1564,1972,-408,T2
2024-06-10NetherlandsIceland,2024-06-10,Friendly in the Netherlands,Netherlands,Iceland,4,0,1972,1564,408,T1
2024-06-10PolandTurkey,2024-06-10,Friendly in Poland,Turkey,Poland,1,2,1757,1738,19,T2
2024-06-10PolandTurkey,2024-06-10,Friendly in Poland,Poland,Turkey,2,1,1738,1757,-19,T1
2024-06-10UgandaAlgeria,2024-06-10,World Cup qualifier in Uganda,Uganda,Algeria,1,2,1376,1632,-256,T2
2024-06-10UgandaAlgeria,2024-06-10,World Cup qualifier in Uganda,Algeria,Uganda,2,1,1632,1376,256,T1
2024-06-11AngolaCameroon,2024-06-11,World Cup qualifier in Angola,Angola,Cameroon,1,1,1513,1585,-72,D
2024-06-11AngolaCameroon,2024-06-11,World Cup qualifier in Angola,Cameroon,Angola,1,1,1585,1513,72,D
2024-06-11ArubaSaint Lucia,2024-06-11,World Cup qualifier in Barbados,Aruba,Saint Lucia,2,2,986,1090,-104,D
2024-06-11ArubaSaint Lucia,2024-06-11,World Cup qualifier in Barbados,Saint Lucia,Aruba,2,2,1090,986,104,D
2024-06-11AustraliaPalestine,2024-06-11,World Cup  and  Asian Cup qualifier in Australia,Australia,Palestine,5,0,1769,1411,358,T1
2024-06-11AustraliaPalestine,2024-06-11,World Cup  and  Asian Cup qualifier in Australia,Palestine,Australia,0,5,1411,1769,-358,T2
2024-06-11AzerbaijanKazakhstan,2024-06-11,Friendly in Hungary,Kazakhstan,Azerbaijan,2,3,1462,1484,-22,T2
2024-06-11AzerbaijanKazakhstan,2024-06-11,Friendly in Hungary,Azerbaijan,Kazakhstan,3,2,1484,1462,22,T1
2024-06-11BruneiSri Lanka,2024-06-11,Friendly in Brunei,Brunei,Sri Lanka,1,0,631,697,-66,T1
2024-06-11BruneiSri Lanka,2024-06-11,Friendly in Brunei,Sri Lanka,Brunei,0,1,697,631,66,T2
2024-06-11BurundiSeychelles,2024-06-11,World Cup qualifier in Morocco,Burundi,Seychelles,3,1,1288,851,437,T1
2024-06-11BurundiSeychelles,2024-06-11,World Cup qualifier in Morocco,Seychelles,Burundi,1,3,851,1288,-437,T2
2024-06-11Cape VerdeLibya,2024-06-11,World Cup qualifier in Cape Verde,Libya,Cape Verde,0,1,1411,1554,-143,T2
2024-06-11Cape VerdeLibya,2024-06-11,World Cup qualifier in Cape Verde,Cape Verde,Libya,1,0,1554,1411,143,T1
2024-06-11ChileParaguay,2024-06-11,Friendly in Chile,Chile,Paraguay,3,0,1713,1709,4,T1
2024-06-11ChileParaguay,2024-06-11,Friendly in Chile,Paraguay,Chile,0,3,1709,1713,-4,T2
2024-06-11ComorosChad,2024-06-11,World Cup qualifier in Morocco,Comoros,Chad,2,0,1284,1178,106,T1
2024-06-11ComorosChad,2024-06-11,World Cup qualifier in Morocco,Chad,Comoros,0,2,1178,1284,-106,T2
2024-06-11Dominican RepublicBritish Virgin Islands,2024-06-11,World Cup qualifier in the Dominican Republic,Dominican Republic,British Virgin Islands,4,0,1206,653,553,T1
2024-06-11Dominican RepublicBritish Virgin Islands,2024-06-11,World Cup qualifier in the Dominican Republic,British Virgin Islands,Dominican Republic,0,4,653,1206,-553,T2
2024-06-11GabonGambia,2024-06-11,World Cup qualifier in Gabon,Gambia,Gabon,2,3,1361,1427,-66,T2
2024-06-11GabonGambia,2024-06-11,World Cup qualifier in Gabon,Gabon,Gambia,3,2,1427,1361,66,T1
2024-06-11GreeceMalta,2024-06-11,Friendly in Austria,Greece,Malta,2,0,1737,1259,478,T1
2024-06-11GreeceMalta,2024-06-11,Friendly in Austria,Malta,Greece,0,2,1259,1737,-478,T2
2024-06-11GuyanaBelize,2024-06-11,World Cup qualifier in Barbados,Belize,Guyana,1,3,1053,1260,-207,T2
2024-06-11GuyanaBelize,2024-06-11,World Cup qualifier in Barbados,Guyana,Belize,3,1,1260,1053,207,T1
2024-06-11IndonesiaPhilippines,2024-06-11,World Cup  and  Asian Cup qualifier in Indonesia,Indonesia,Philippines,2,0,1324,1040,284,T1
2024-06-11IndonesiaPhilippines,2024-06-11,World Cup  and  Asian Cup qualifier in Indonesia,Philippines,Indonesia,0,2,1040,1324,-284,T2
2024-06-11IranUzbekistan,2024-06-11,World Cup  and  Asian Cup qualifier in Iran,Iran,Uzbekistan,0,0,1819,1668,151,D
2024-06-11IranUzbekistan,2024-06-11,World Cup  and  Asian Cup qualifier in Iran,Uzbekistan,Iran,0,0,1668,1819,-151,D
2024-06-11IraqVietnam,2024-06-11,World Cup  and  Asian Cup qualifier in Iraq,Iraq,Vietnam,3,1,1657,1273,384,T1
2024-06-11IraqVietnam,2024-06-11,World Cup  and  Asian Cup qualifier in Iraq,Vietnam,Iraq,1,3,1273,1657,-384,T2
2024-06-11IsraelBelarus,2024-06-11,Friendly in Hungary,Israel,Belarus,4,0,1554,1446,108,T1
2024-06-11IsraelBelarus,2024-06-11,Friendly in Hungary,Belarus,Israel,0,4,1446,1554,-108,T2
2024-06-11Ivory CoastKenya,2024-06-11,World Cup qualifier in Malawi,Ivory Coast,Kenya,0,0,1637,1399,238,D
2024-06-11Ivory CoastKenya,2024-06-11,World Cup qualifier in Malawi,Kenya,Ivory Coast,0,0,1399,1637,-238,D
2024-06-11JapanSyria,2024-06-11,World Cup  and  Asian Cup qualifier in Japan,Syria,Japan,0,5,1421,1852,-431,T2
2024-06-11JapanSyria,2024-06-11,World Cup  and  Asian Cup qualifier in Japan,Japan,Syria,5,0,1852,1421,431,T1
2024-06-11KuwaitAfghanistan,2024-06-11,World Cup  and  Asian Cup qualifier in Kuwait,Afghanistan,Kuwait,0,1,1132,1328,-196,T2
2024-06-11KuwaitAfghanistan,2024-06-11,World Cup  and  Asian Cup qualifier in Kuwait,Kuwait,Afghanistan,1,0,1328,1132,196,T1
2024-06-11LatviaFaroe Islands,2024-06-11,Baltic Cup in Latvia,Faroe Islands,Latvia,0,1,1255,1312,-57,T2
2024-06-11LatviaFaroe Islands,2024-06-11,Baltic Cup in Latvia,Latvia,Faroe Islands,1,0,1312,1255,57,T1
2024-06-11LebanonBangladesh,2024-06-11,World Cup  and  Asian Cup qualifier in Qatar,Bangladesh,Lebanon,0,4,931,1289,-358,T2
2024-06-11LebanonBangladesh,2024-06-11,World Cup  and  Asian Cup qualifier in Qatar,Lebanon,Bangladesh,4,0,1289,931,358,T1
2024-06-11LithuaniaEstonia,2024-06-11,Baltic Cup in Lithuania,Estonia,Lithuania,1,1,1367,1360,7,D
2024-06-11LithuaniaEstonia,2024-06-11,Baltic Cup in Lithuania,Lithuania,Estonia,1,1,1360,1367,-7,D
2024-06-11MadagascarMali,2024-06-11,World Cup qualifier in South Africa,Mali,Madagascar,0,0,1617,1317,300,D
2024-06-11MadagascarMali,2024-06-11,World Cup qualifier in South Africa,Madagascar,Mali,0,0,1317,1617,-300,D
2024-06-11MalaysiaTaiwan,2024-06-11,World Cup  and  Asian Cup qualifier in Malaysia,Taiwan,Malaysia,1,3,903,1270,-367,T2
2024-06-11MalaysiaTaiwan,2024-06-11,World Cup  and  Asian Cup qualifier in Malaysia,Malaysia,Taiwan,3,1,1270,903,367,T1
2024-06-11MauritiusEswatini,2024-06-11,World Cup qualifier in Mauritius,Eswatini,Mauritius,1,2,1245,1010,235,T2
2024-06-11MauritiusEswatini,2024-06-11,World Cup qualifier in Mauritius,Mauritius,Eswatini,2,1,1010,1245,-235,T1
2024-06-11MoldovaUkraine,2024-06-11,Friendly in Moldova,Ukraine,Moldova,4,0,1850,1353,497,T1
2024-06-11MoldovaUkraine,2024-06-11,Friendly in Moldova,Moldova,Ukraine,0,4,1353,1850,-497,T2
2024-06-11MongoliaCambodia,2024-06-11,Friendly in Mongolia,Cambodia,Mongolia,1,2,851,781,70,T2
2024-06-11MongoliaCambodia,2024-06-11,Friendly in Mongolia,Mongolia,Cambodia,2,1,781,851,-70,T1
2024-06-11MoroccoCongo,2024-06-11,World Cup qualifier in Morocco,Morocco,Congo,6,0,1771,1275,496,T1
2024-06-11MoroccoCongo,2024-06-11,World Cup qualifier in Morocco,Congo,Morocco,0,6,1275,1771,-496,T2
2024-06-11NepalYemen,2024-06-11,World Cup  and  Asian Cup qualifier in Saudi Arabia,Nepal,Yemen,2,2,887,1111,-224,D
2024-06-11NepalYemen,2024-06-11,World Cup  and  Asian Cup qualifier in Saudi Arabia,Yemen,Nepal,2,2,1111,887,224,D
2024-06-11North KoreaMyanmar,2024-06-11,World Cup  and  Asian Cup qualifier in Laos,Myanmar,North Korea,1,4,918,1391,-473,T2
2024-06-11North KoreaMyanmar,2024-06-11,World Cup  and  Asian Cup qualifier in Laos,North Korea,Myanmar,4,1,1391,918,473,T1
2024-06-11Northern IrelandAndorra,2024-06-11,Friendly in Spain,Northern Ireland,Andorra,2,0,1515,1113,402,T1
2024-06-11Northern IrelandAndorra,2024-06-11,Friendly in Spain,Andorra,Northern Ireland,0,2,1113,1515,-402,T2
2024-06-11OmanKyrgyzstan,2024-06-11,World Cup  and  Asian Cup qualifier in Oman,Kyrgyzstan,Oman,1,1,1263,1545,-282,D
2024-06-11OmanKyrgyzstan,2024-06-11,World Cup  and  Asian Cup qualifier in Oman,Oman,Kyrgyzstan,1,1,1545,1263,282,D
2024-06-11PortugalIreland,2024-06-11,Friendly in Portugal,Ireland,Portugal,0,3,1621,2001,-380,T2
2024-06-11PortugalIreland,2024-06-11,Friendly in Portugal,Portugal,Ireland,3,0,2001,1621,380,T1
2024-06-11Puerto RicoAnguilla,2024-06-11,World Cup qualifier in Puerto Rico,Anguilla,Puerto Rico,0,8,601,1146,-545,T2
2024-06-11Puerto RicoAnguilla,2024-06-11,World Cup qualifier in Puerto Rico,Puerto Rico,Anguilla,8,0,1146,601,545,T1
2024-06-11QatarIndia,2024-06-11,World Cup  and  Asian Cup qualifier in Qatar,Qatar,India,2,1,1629,1196,433,T1
2024-06-11QatarIndia,2024-06-11,World Cup  and  Asian Cup qualifier in Qatar,India,Qatar,1,2,1196,1629,-433,T2
2024-06-11RwandaLesotho,2024-06-11,World Cup qualifier in South Africa,Lesotho,Rwanda,0,1,1289,1321,-32,T2
2024-06-11RwandaLesotho,2024-06-11,World Cup qualifier in South Africa,Rwanda,Lesotho,1,0,1321,1289,32,T1
2024-06-11Saint Kitts and NevisBahamas,2024-06-11,World Cup qualifier in Saint Kitts and Nevis,Saint Kitts and Nevis,Bahamas,1,0,1078,814,264,T1
2024-06-11Saint Kitts and NevisBahamas,2024-06-11,World Cup qualifier in Saint Kitts and Nevis,Bahamas,Saint Kitts and Nevis,0,1,814,1078,-264,T2
2024-06-11San MarinoCyprus,2024-06-11,Friendly in San Marino,Cyprus,San Marino,4,1,1312,777,535,T1
2024-06-11San MarinoCyprus,2024-06-11,Friendly in San Marino,San Marino,Cyprus,1,4,777,1312,-535,T2
2024-06-11Saudi ArabiaJordan,2024-06-11,World Cup  and  Asian Cup qualifier in Saudi Arabia,Jordan,Saudi Arabia,2,1,1609,1613,-4,T1
2024-06-11Saudi ArabiaJordan,2024-06-11,World Cup  and  Asian Cup qualifier in Saudi Arabia,Saudi Arabia,Jordan,1,2,1613,1609,4,T2
2024-06-11South AfricaZimbabwe,2024-06-11,World Cup qualifier in South Africa,South Africa,Zimbabwe,3,1,1583,1287,296,T1
2024-06-11South AfricaZimbabwe,2024-06-11,World Cup qualifier in South Africa,Zimbabwe,South Africa,1,3,1287,1583,-296,T2
2024-06-11South KoreaChina,2024-06-11,World Cup  and  Asian Cup qualifier in South Korea,South Korea,China,1,0,1735,1399,336,T1
2024-06-11South KoreaChina,2024-06-11,World Cup  and  Asian Cup qualifier in South Korea,China,South Korea,0,1,1399,1735,-336,T2
2024-06-11South SudanSudan,2024-06-11,World Cup qualifier in South Sudan,South Sudan,Sudan,0,3,1152,1370,-218,T2
2024-06-11South SudanSudan,2024-06-11,World Cup qualifier in South Sudan,Sudan,South Sudan,3,0,1370,1152,218,T1
2024-06-11TajikistanPakistan,2024-06-11,World Cup  and  Asian Cup qualifier in Tajikistan,Pakistan,Tajikistan,0,3,826,1378,-552,T2
2024-06-11TajikistanPakistan,2024-06-11,World Cup  and  Asian Cup qualifier in Tajikistan,Tajikistan,Pakistan,3,0,1378,826,552,T1
2024-06-11ThailandSingapore,2024-06-11,World Cup  and  Asian Cup qualifier in Thailand,Thailand,Singapore,3,1,1421,1114,307,T1
2024-06-11ThailandSingapore,2024-06-11,World Cup  and  Asian Cup qualifier in Thailand,Singapore,Thailand,1,3,1114,1421,-307,T2
2024-06-11TurkmenistanHong Kong,2024-06-11,World Cup  and  Asian Cup qualifier in Turkmenistan,Turkmenistan,Hong Kong,0,0,1217,1055,162,D
2024-06-11TurkmenistanHong Kong,2024-06-11,World Cup  and  Asian Cup qualifier in Turkmenistan,Hong Kong,Turkmenistan,0,0,1055,1217,-162,D
2024-06-11United Arab EmiratesBahrain,2024-06-11,World Cup  and  Asian Cup qualifier in the United Arab Emirates,Bahrain,United Arab Emirates,1,1,1444,1510,-66,D
2024-06-11United Arab EmiratesBahrain,2024-06-11,World Cup  and  Asian Cup qualifier in the United Arab Emirates,United Arab Emirates,Bahrain,1,1,1510,1444,66,D
2024-06-11ZambiaTanzania,2024-06-11,World Cup qualifier in Zambia,Zambia,Tanzania,0,1,1481,1346,135,T2
2024-06-11ZambiaTanzania,2024-06-11,World Cup qualifier in Zambia,Tanzania,Zambia,1,0,1346,1481,-135,T1
2024-06-12EcuadorBolivia,2024-06-12,Friendly in the United States,Ecuador,Bolivia,3,1,1869,1600,269,T1
2024-06-12EcuadorBolivia,2024-06-12,Friendly in the United States,Bolivia,Ecuador,1,3,1600,1869,-269,T2
2024-06-12United StatesBrazil,2024-06-12,Friendly in the United States,United States,Brazil,1,1,1786,2032,-246,D
2024-06-12United StatesBrazil,2024-06-12,Friendly in the United States,Brazil,United States,1,1,2032,1786,246,D
2024-06-14ArgentinaGuatemala,2024-06-14,Friendly in the United States,Guatemala,Argentina,1,4,1486,2143,-657,T2
2024-06-14ArgentinaGuatemala,2024-06-14,Friendly in the United States,Argentina,Guatemala,4,1,2143,1486,657,T1
2024-06-14GermanyScotland,2024-06-14,European Championship in Germany,Germany,Scotland,5,1,1920,1770,150,T1
2024-06-14GermanyScotland,2024-06-14,European Championship in Germany,Scotland,Germany,1,5,1770,1920,-150,T2
2024-06-14PeruEl Salvador,2024-06-14,Friendly in the United States,El Salvador,Peru,0,1,1391,1742,-351,T2
2024-06-14PeruEl Salvador,2024-06-14,Friendly in the United States,Peru,El Salvador,1,0,1742,1391,351,T1
2024-06-15ColombiaBolivia,2024-06-15,Friendly in the United States,Bolivia,Colombia,0,3,1595,2012,-417,T2
2024-06-15ColombiaBolivia,2024-06-15,Friendly in the United States,Colombia,Bolivia,3,0,2012,1595,417,T1
2024-06-15ItalyAlbania,2024-06-15,European Championship in Germany,Italy,Albania,2,1,1950,1624,326,T1
2024-06-15ItalyAlbania,2024-06-15,European Championship in Germany,Albania,Italy,1,2,1624,1950,-326,T2
2024-06-15SpainCroatia,2024-06-15,European Championship in Germany,Croatia,Spain,0,3,1969,2020,-51,T2
2024-06-15SpainCroatia,2024-06-15,European Championship in Germany,Spain,Croatia,3,0,2020,1969,51,T1
2024-06-15SwitzerlandHungary,2024-06-15,European Championship in Germany,Switzerland,Hungary,3,1,1805,1832,-27,T1
2024-06-15SwitzerlandHungary,2024-06-15,European Championship in Germany,Hungary,Switzerland,1,3,1832,1805,27,T2
2024-06-15VanuatuSolomon Islands,2024-06-15,Oceania Nations Cup in Vanuatu,Vanuatu,Solomon Islands,1,0,1046,1290,-244,T1
2024-06-15VanuatuSolomon Islands,2024-06-15,Oceania Nations Cup in Vanuatu,Solomon Islands,Vanuatu,0,1,1290,1046,244,T2
2024-06-16DenmarkSlovenia,2024-06-16,European Championship in Germany,Slovenia,Denmark,1,1,1733,1834,-101,D
2024-06-16DenmarkSlovenia,2024-06-16,European Championship in Germany,Denmark,Slovenia,1,1,1834,1733,101,D
2024-06-16EcuadorHonduras,2024-06-16,Friendly in the United States,Honduras,Ecuador,1,2,1513,1874,-361,T2
2024-06-16EcuadorHonduras,2024-06-16,Friendly in the United States,Ecuador,Honduras,2,1,1874,1513,361,T1
2024-06-16EnglandSerbia,2024-06-16,European Championship in Germany,Serbia,England,0,1,1801,1981,-180,T2
2024-06-16EnglandSerbia,2024-06-16,European Championship in Germany,England,Serbia,1,0,1981,1801,180,T1
2024-06-16FijiPapua New Guinea,2024-06-16,Oceania Nations Cup in Fiji,Papua New Guinea,Fiji,1,5,1083,1222,-139,T2
2024-06-16FijiPapua New Guinea,2024-06-16,Oceania Nations Cup in Fiji,Fiji,Papua New Guinea,5,1,1222,1083,139,T1
2024-06-16NetherlandsPoland,2024-06-16,European Championship in Germany,Poland,Netherlands,1,2,1746,1974,-228,T2
2024-06-16NetherlandsPoland,2024-06-16,European Championship in Germany,Netherlands,Poland,2,1,1974,1746,228,T1
2024-06-16PanamaParaguay,2024-06-16,Friendly in Panama,Paraguay,Panama,1,0,1697,1711,-14,T1
2024-06-16PanamaParaguay,2024-06-16,Friendly in Panama,Panama,Paraguay,0,1,1711,1697,14,T2
2024-06-16TahitiSamoa,2024-06-16,Oceania Nations Cup in Fiji,Tahiti,Samoa,2,0,1186,745,441,T1
2024-06-16TahitiSamoa,2024-06-16,Oceania Nations Cup in Fiji,Samoa,Tahiti,0,2,745,1186,-441,T2
2024-06-17FranceAustria,2024-06-17,European Championship in Germany,Austria,France,0,1,1863,2077,-214,T2
2024-06-17FranceAustria,2024-06-17,European Championship in Germany,France,Austria,1,0,2077,1863,214,T1
2024-06-17RomaniaUkraine,2024-06-17,European Championship in Germany,Ukraine,Romania,0,3,1853,1647,206,T2
2024-06-17RomaniaUkraine,2024-06-17,European Championship in Germany,Romania,Ukraine,3,0,1647,1853,-206,T1
2024-06-17SlovakiaBelgium,2024-06-17,European Championship in Germany,Slovakia,Belgium,1,0,1671,1988,-317,T1
2024-06-17SlovakiaBelgium,2024-06-17,European Championship in Germany,Belgium,Slovakia,0,1,1988,1671,317,T2
2024-06-18New ZealandSolomon Islands,2024-06-18,Oceania Nations Cup in Vanuatu,New Zealand,Solomon Islands,3,0,1526,1255,271,T1
2024-06-18New ZealandSolomon Islands,2024-06-18,Oceania Nations Cup in Vanuatu,Solomon Islands,New Zealand,0,3,1255,1526,-271,T2
2024-06-18PortugalCzechia,2024-06-18,European Championship in Germany,Czechia,Portugal,1,2,1777,2003,-226,T2
2024-06-18PortugalCzechia,2024-06-18,European Championship in Germany,Portugal,Czechia,2,1,2003,1777,226,T1
2024-06-18TurkeyGeorgia,2024-06-18,European Championship in Germany,Turkey,Georgia,3,1,1749,1666,83,T1
2024-06-18TurkeyGeorgia,2024-06-18,European Championship in Germany,Georgia,Turkey,1,3,1666,1749,-83,T2
2024-06-19AlbaniaCroatia,2024-06-19,European Championship in Germany,Albania,Croatia,2,2,1617,1932,-315,D
2024-06-19AlbaniaCroatia,2024-06-19,European Championship in Germany,Croatia,Albania,2,2,1932,1617,315,D
2024-06-19FijiSamoa,2024-06-19,Oceania Nations Cup in Fiji,Fiji,Samoa,9,1,1241,740,501,T1
2024-06-19FijiSamoa,2024-06-19,Oceania Nations Cup in Fiji,Samoa,Fiji,1,9,740,1241,-501,T2
2024-06-19GermanyHungary,2024-06-19,European Championship in Germany,Germany,Hungary,2,0,1938,1792,146,T1
2024-06-19GermanyHungary,2024-06-19,European Championship in Germany,Hungary,Germany,0,2,1792,1938,-146,T2
2024-06-19Papua New GuineaTahiti,2024-06-19,Oceania Nations Cup in Fiji,Tahiti,Papua New Guinea,1,1,1191,1064,127,D
2024-06-19Papua New GuineaTahiti,2024-06-19,Oceania Nations Cup in Fiji,Papua New Guinea,Tahiti,1,1,1064,1191,-127,D
2024-06-19ScotlandSwitzerland,2024-06-19,European Championship in Germany,Scotland,Switzerland,1,1,1752,1845,-93,D
2024-06-19ScotlandSwitzerland,2024-06-19,European Championship in Germany,Switzerland,Scotland,1,1,1845,1752,93,D
2024-06-20ArgentinaCanada,2024-06-20,Copa América in the United States,Argentina,Canada,2,0,2144,1721,423,T1
2024-06-20ArgentinaCanada,2024-06-20,Copa América in the United States,Canada,Argentina,0,2,1721,2144,-423,T2
2024-06-20DenmarkEngland,2024-06-20,European Championship in Germany,Denmark,England,1,1,1827,1994,-167,D
2024-06-20DenmarkEngland,2024-06-20,European Championship in Germany,England,Denmark,1,1,1994,1827,167,D
2024-06-20SerbiaSlovenia,2024-06-20,European Championship in Germany,Slovenia,Serbia,1,1,1740,1788,-48,D
2024-06-20SerbiaSlovenia,2024-06-20,European Championship in Germany,Serbia,Slovenia,1,1,1788,1740,48,D
2024-06-20SpainItaly,2024-06-20,European Championship in Germany,Italy,Spain,0,1,1957,2057,-100,T2
2024-06-20SpainItaly,2024-06-20,European Championship in Germany,Spain,Italy,1,0,2057,1957,100,T1
2024-06-21AustriaPoland,2024-06-21,European Championship in Germany,Poland,Austria,1,3,1735,1852,-117,T2
2024-06-21AustriaPoland,2024-06-21,European Championship in Germany,Austria,Poland,3,1,1852,1735,117,T1
2024-06-21ChilePeru,2024-06-21,Copa América in the United States,Chile,Peru,0,0,1725,1744,-19,D
2024-06-21ChilePeru,2024-06-21,Copa América in the United States,Peru,Chile,0,0,1744,1725,19,D
2024-06-21FranceNetherlands,2024-06-21,European Championship in Germany,France,Netherlands,0,0,2088,1985,103,D
2024-06-21FranceNetherlands,2024-06-21,European Championship in Germany,Netherlands,France,0,0,1985,2088,-103,D
2024-06-21UkraineSlovakia,2024-06-21,European Championship in Germany,Ukraine,Slovakia,2,1,1786,1714,72,T1
2024-06-21UkraineSlovakia,2024-06-21,European Championship in Germany,Slovakia,Ukraine,1,2,1714,1786,-72,T2
2024-06-21VanuatuNew Zealand,2024-06-21,Oceania Nations Cup in Vanuatu,New Zealand,Vanuatu,4,0,1541,1081,460,T1
2024-06-21VanuatuNew Zealand,2024-06-21,Oceania Nations Cup in Vanuatu,Vanuatu,New Zealand,0,4,1081,1541,-460,T2
2024-06-22BelgiumRomania,2024-06-22,European Championship in Germany,Belgium,Romania,2,0,1945,1714,231,T1
2024-06-22BelgiumRomania,2024-06-22,European Championship in Germany,Romania,Belgium,0,2,1714,1945,-231,T2
2024-06-22CzechiaGeorgia,2024-06-22,European Championship in Germany,Czechia,Georgia,1,1,1766,1637,129,D
2024-06-22CzechiaGeorgia,2024-06-22,European Championship in Germany,Georgia,Czechia,1,1,1637,1766,-129,D
2024-06-22FijiTahiti,2024-06-22,Oceania Nations Cup in Fiji,Tahiti,Fiji,0,1,1182,1245,-63,T2
2024-06-22FijiTahiti,2024-06-22,Oceania Nations Cup in Fiji,Fiji,Tahiti,1,0,1245,1182,63,T1
2024-06-22MexicoJamaica,2024-06-22,Copa América in the United States,Mexico,Jamaica,1,0,1791,1642,149,T1
2024-06-22MexicoJamaica,2024-06-22,Copa América in the United States,Jamaica,Mexico,0,1,1642,1791,-149,T2
2024-06-22Papua New GuineaSamoa,2024-06-22,Oceania Nations Cup in Fiji,Papua New Guinea,Samoa,2,1,1073,736,337,T1
2024-06-22Papua New GuineaSamoa,2024-06-22,Oceania Nations Cup in Fiji,Samoa,Papua New Guinea,1,2,736,1073,-337,T2
2024-06-22PortugalTurkey,2024-06-22,European Championship in Germany,Portugal,Turkey,3,0,2014,1778,236,T1
2024-06-22PortugalTurkey,2024-06-22,European Championship in Germany,Turkey,Portugal,0,3,1778,2014,-236,T2
2024-06-22VenezuelaEcuador,2024-06-22,Copa América in the United States,Venezuela,Ecuador,2,1,1744,1876,-132,T1
2024-06-22VenezuelaEcuador,2024-06-22,Copa América in the United States,Ecuador,Venezuela,1,2,1876,1744,132,T2
2024-06-23GermanySwitzerland,2024-06-23,European Championship in Germany,Switzerland,Germany,1,1,1838,1953,-115,D
2024-06-23GermanySwitzerland,2024-06-23,European Championship in Germany,Germany,Switzerland,1,1,1953,1838,115,D
2024-06-23HungaryScotland,2024-06-23,European Championship in Germany,Hungary,Scotland,1,0,1777,1759,18,T1
