game_id,date,location,team,opp,score,opp_score,old_elo,opp_elo,elo_diff,result_class
2024-06-23HungaryScotland,2024-06-23,European Championship in Germany,Scotland,Hungary,0,1,1759,1777,-18,T2
2024-06-23United StatesBolivia,2024-06-23,Copa América in the United States,United States,Bolivia,2,0,1790,1592,198,T1
2024-06-23United StatesBolivia,2024-06-23,Copa América in the United States,Bolivia,United States,0,2,1592,1790,-198,T2
2024-06-23UruguayPanama,2024-06-23,Copa América in the United States,Panama,Uruguay,1,3,1698,1992,-294,T2
2024-06-23UruguayPanama,2024-06-23,Copa América in the United States,Uruguay,Panama,3,1,1992,1698,294,T1
2024-06-24BrazilCosta Rica,2024-06-24,Copa América in the United States,Brazil,Costa Rica,0,0,2028,1620,408,D
2024-06-24BrazilCosta Rica,2024-06-24,Copa América in the United States,Costa Rica,Brazil,0,0,1620,2028,-408,D
2024-06-24ColombiaParaguay,2024-06-24,Copa América in the United States,Paraguay,Colombia,1,2,1710,2015,-305,T2
2024-06-24ColombiaParaguay,2024-06-24,Copa América in the United States,Colombia,Paraguay,2,1,2015,1710,305,T1
2024-06-24CroatiaItaly,2024-06-24,European Championship in Germany,Italy,Croatia,1,1,1939,1914,25,D
2024-06-24CroatiaItaly,2024-06-24,European Championship in Germany,Croatia,Italy,1,1,1914,1939,-25,D
2024-06-24SpainAlbania,2024-06-24,European Championship in Germany,Spain,Albania,1,0,2075,1635,440,T1
2024-06-24SpainAlbania,2024-06-24,European Championship in Germany,Albania,Spain,0,1,1635,2075,-440,T2
2024-06-25ArgentinaChile,2024-06-25,Copa América in the United States,Chile,Argentina,0,1,1726,2150,-424,T2
2024-06-25ArgentinaChile,2024-06-25,Copa América in the United States,Argentina,Chile,1,0,2150,1726,424,T1
2024-06-25AustriaNetherlands,2024-06-25,European Championship in Germany,Netherlands,Austria,2,3,1992,1877,115,T2
2024-06-25AustriaNetherlands,2024-06-25,European Championship in Germany,Austria,Netherlands,3,2,1877,1992,-115,T1
2024-06-25CanadaPeru,2024-06-25,Copa América in the United States,Peru,Canada,0,1,1743,1715,28,T2
2024-06-25CanadaPeru,2024-06-25,Copa América in the United States,Canada,Peru,1,0,1715,1743,-28,T1
2024-06-25DenmarkSerbia,2024-06-25,European Championship in Germany,Denmark,Serbia,0,0,1838,1785,53,D
2024-06-25DenmarkSerbia,2024-06-25,European Championship in Germany,Serbia,Denmark,0,0,1785,1838,-53,D
2024-06-25EnglandSlovenia,2024-06-25,European Championship in Germany,Slovenia,England,0,0,1743,1983,-240,D
2024-06-25EnglandSlovenia,2024-06-25,European Championship in Germany,England,Slovenia,0,0,1983,1743,240,D
2024-06-25FrancePoland,2024-06-25,European Championship in Germany,France,Poland,1,1,2081,1710,371,D
2024-06-25FrancePoland,2024-06-25,European Championship in Germany,Poland,France,1,1,1710,2081,-371,D
2024-06-26BelgiumUkraine,2024-06-26,European Championship in Germany,Ukraine,Belgium,0,0,1806,1961,-155,D
2024-06-26BelgiumUkraine,2024-06-26,European Championship in Germany,Belgium,Ukraine,0,0,1961,1806,155,D
2024-06-26BotswanaEswatini,2024-06-26,COSAFA Cup in South Africa,Eswatini,Botswana,0,0,1218,1335,-117,D
2024-06-26BotswanaEswatini,2024-06-26,COSAFA Cup in South Africa,Botswana,Eswatini,0,0,1335,1218,117,D
2024-06-26EcuadorJamaica,2024-06-26,Copa América in the United States,Ecuador,Jamaica,3,1,1842,1627,215,T1
2024-06-26EcuadorJamaica,2024-06-26,Copa América in the United States,Jamaica,Ecuador,1,3,1627,1842,-215,T2
2024-06-26GeorgiaPortugal,2024-06-26,European Championship in Germany,Georgia,Portugal,2,0,1646,2032,-386,T1
2024-06-26GeorgiaPortugal,2024-06-26,European Championship in Germany,Portugal,Georgia,0,2,2032,1646,386,T2
2024-06-26RomaniaSlovakia,2024-06-26,European Championship in Germany,Slovakia,Romania,1,1,1694,1698,-4,D
2024-06-26RomaniaSlovakia,2024-06-26,European Championship in Germany,Romania,Slovakia,1,1,1698,1694,4,D
2024-06-26South AfricaMozambique,2024-06-26,COSAFA Cup in South Africa,Mozambique,South Africa,1,1,1396,1589,-193,D
2024-06-26South AfricaMozambique,2024-06-26,COSAFA Cup in South Africa,South Africa,Mozambique,1,1,1589,1396,193,D
2024-06-26TurkeyCzechia,2024-06-26,European Championship in Germany,Czechia,Turkey,1,2,1757,1760,-3,T2
2024-06-26TurkeyCzechia,2024-06-26,European Championship in Germany,Turkey,Czechia,2,1,1760,1757,3,T1
2024-06-26VenezuelaMexico,2024-06-26,Copa América in the United States,Mexico,Venezuela,0,1,1806,1778,28,T2
2024-06-26VenezuelaMexico,2024-06-26,Copa América in the United States,Venezuela,Mexico,1,0,1778,1806,-28,T1
2024-06-27KenyaZambia,2024-06-27,COSAFA Cup in South Africa,Kenya,Zambia,2,0,1411,1449,-38,T1
2024-06-27KenyaZambia,2024-06-27,COSAFA Cup in South Africa,Zambia,Kenya,0,2,1449,1411,38,T2
2024-06-27New ZealandTahiti,2024-06-27,Oceania Nations Cup in Vanuatu,New Zealand,Tahiti,5,0,1551,1168,383,T1
2024-06-27New ZealandTahiti,2024-06-27,Oceania Nations Cup in Vanuatu,Tahiti,New Zealand,0,5,1168,1551,-383,T2
2024-06-27United StatesPanama,2024-06-27,Copa América in the United States,Panama,United States,2,1,1686,1801,-115,T1
2024-06-27United StatesPanama,2024-06-27,Copa América in the United States,United States,Panama,1,2,1801,1686,115,T2
2024-06-27UruguayBolivia,2024-06-27,Copa América in the United States,Bolivia,Uruguay,0,5,1581,2004,-423,T2
2024-06-27UruguayBolivia,2024-06-27,Copa América in the United States,Uruguay,Bolivia,5,0,2004,1581,423,T1
2024-06-27VanuatuFiji,2024-06-27,Oceania Nations Cup in Vanuatu,Fiji,Vanuatu,1,2,1259,1071,188,T2
2024-06-27VanuatuFiji,2024-06-27,Oceania Nations Cup in Vanuatu,Vanuatu,Fiji,2,1,1071,1259,-188,T1
2024-06-27ZimbabweComoros,2024-06-27,COSAFA Cup in South Africa,Comoros,Zimbabwe,0,1,1305,1281,24,T2
2024-06-27ZimbabweComoros,2024-06-27,COSAFA Cup in South Africa,Zimbabwe,Comoros,1,0,1281,1305,-24,T1
2024-06-28AngolaNamibia,2024-06-28,COSAFA Cup in South Africa,Angola,Namibia,0,0,1511,1378,133,D
2024-06-28AngolaNamibia,2024-06-28,COSAFA Cup in South Africa,Namibia,Angola,0,0,1378,1511,-133,D
2024-06-28BrazilParaguay,2024-06-28,Copa América in the United States,Paraguay,Brazil,1,4,1703,2007,-304,T2
2024-06-28BrazilParaguay,2024-06-28,Copa América in the United States,Brazil,Paraguay,4,1,2007,1703,304,T1
2024-06-28ColombiaCosta Rica,2024-06-28,Copa América in the United States,Costa Rica,Colombia,0,3,1641,2022,-381,T2
2024-06-28ColombiaCosta Rica,2024-06-28,Copa América in the United States,Colombia,Costa Rica,3,0,2022,1641,381,T1
2024-06-28LesothoSeychelles,2024-06-28,COSAFA Cup in South Africa,Lesotho,Seychelles,1,1,1271,847,424,D
2024-06-28LesothoSeychelles,2024-06-28,COSAFA Cup in South Africa,Seychelles,Lesotho,1,1,847,1271,-424,D
2024-06-29ArgentinaPeru,2024-06-29,Copa América in the United States,Peru,Argentina,0,2,1716,2154,-438,T2
2024-06-29ArgentinaPeru,2024-06-29,Copa América in the United States,Argentina,Peru,2,0,2154,1716,438,T1
2024-06-29CanadaChile,2024-06-29,Copa América in the United States,Canada,Chile,0,0,1742,1722,20,D
2024-06-29CanadaChile,2024-06-29,Copa América in the United States,Chile,Canada,0,0,1722,1742,-20,D
2024-06-29EswatiniMozambique,2024-06-29,COSAFA Cup in South Africa,Eswatini,Mozambique,0,0,1224,1410,-186,D
2024-06-29EswatiniMozambique,2024-06-29,COSAFA Cup in South Africa,Mozambique,Eswatini,0,0,1410,1224,186,D
2024-06-29GermanyDenmark,2024-06-29,European Championship in Germany,Germany,Denmark,2,0,1939,1834,105,T1
2024-06-29GermanyDenmark,2024-06-29,European Championship in Germany,Denmark,Germany,0,2,1834,1939,-105,T2
2024-06-29South AfricaBotswana,2024-06-29,COSAFA Cup in South Africa,Botswana,South Africa,0,0,1329,1575,-246,D
2024-06-29South AfricaBotswana,2024-06-29,COSAFA Cup in South Africa,South Africa,Botswana,0,0,1575,1329,246,D
2024-06-29SwitzerlandItaly,2024-06-29,European Championship in Germany,Switzerland,Italy,2,0,1852,1937,-85,T1
2024-06-29SwitzerlandItaly,2024-06-29,European Championship in Germany,Italy,Switzerland,0,2,1937,1852,85,T2
2024-06-30ComorosKenya,2024-06-30,COSAFA Cup in South Africa,Comoros,Kenya,2,0,1284,1444,-160,T1
2024-06-30ComorosKenya,2024-06-30,COSAFA Cup in South Africa,Kenya,Comoros,0,2,1444,1284,160,T2
2024-06-30EcuadorMexico,2024-06-30,Copa América in the United States,Mexico,Ecuador,0,0,1779,1859,-80,D
2024-06-30EcuadorMexico,2024-06-30,Copa América in the United States,Ecuador,Mexico,0,0,1859,1779,80,D
2024-06-30EnglandSlovakia,2024-06-30,European Championship in Germany,England,Slovakia,2,1,1968,1694,274,T1
2024-06-30EnglandSlovakia,2024-06-30,European Championship in Germany,Slovakia,England,1,2,1694,1968,-274,T2
2024-06-30SpainGeorgia,2024-06-30,European Championship in Germany,Spain,Georgia,4,1,2079,1714,365,T1
2024-06-30SpainGeorgia,2024-06-30,European Championship in Germany,Georgia,Spain,1,4,1714,2079,-365,T2
2024-06-30TahitiFiji,2024-06-30,Oceania Nations Cup in Vanuatu,Tahiti,Fiji,2,1,1158,1228,-70,T1
2024-06-30TahitiFiji,2024-06-30,Oceania Nations Cup in Vanuatu,Fiji,Tahiti,1,2,1228,1158,70,T2
2024-06-30VanuatuNew Zealand,2024-06-30,Oceania Nations Cup in Vanuatu,New Zealand,Vanuatu,3,0,1561,1102,459,T1
2024-06-30VanuatuNew Zealand,2024-06-30,Oceania Nations Cup in Vanuatu,Vanuatu,New Zealand,0,3,1102,1561,-459,T2
2024-06-30VenezuelaJamaica,2024-06-30,Copa América in the United States,Jamaica,Venezuela,0,3,1610,1805,-195,T2
2024-06-30VenezuelaJamaica,2024-06-30,Copa América in the United States,Venezuela,Jamaica,3,0,1805,1610,195,T1
2024-06-30ZimbabweZambia,2024-06-30,COSAFA Cup in South Africa,Zimbabwe,Zambia,2,0,1302,1416,-114,T1
2024-06-30ZimbabweZambia,2024-06-30,COSAFA Cup in South Africa,Zambia,Zimbabwe,0,2,1416,1302,114,T2
2024-07-01AngolaSeychelles,2024-07-01,COSAFA Cup in South Africa,Seychelles,Angola,2,3,864,1504,-640,T2
2024-07-01AngolaSeychelles,2024-07-01,COSAFA Cup in South Africa,Angola,Seychelles,3,2,1504,864,640,T1
2024-07-01FranceBelgium,2024-07-01,European Championship in Germany,Belgium,France,0,1,1951,2061,-110,T2
2024-07-01FranceBelgium,2024-07-01,European Championship in Germany,France,Belgium,1,0,2061,1951,110,T1
2024-07-01NamibiaLesotho,2024-07-01,COSAFA Cup in South Africa,Namibia,Lesotho,2,1,1385,1254,131,T1
2024-07-01NamibiaLesotho,2024-07-01,COSAFA Cup in South Africa,Lesotho,Namibia,1,2,1254,1385,-131,T2
2024-07-01PanamaBolivia,2024-07-01,Copa América in the United States,Bolivia,Panama,1,3,1573,1725,-152,T2
2024-07-01PanamaBolivia,2024-07-01,Copa América in the United States,Panama,Bolivia,3,1,1725,1573,152,T1
2024-07-01PortugalSlovenia,2024-07-01,European Championship in Germany,Slovenia,Portugal,0,0,1758,1964,-206,D
2024-07-01PortugalSlovenia,2024-07-01,European Championship in Germany,Portugal,Slovenia,0,0,1964,1758,206,D
2024-07-01United StatesUruguay,2024-07-01,Copa América in the United States,Uruguay,United States,1,0,2012,1762,250,T1
2024-07-01United StatesUruguay,2024-07-01,Copa América in the United States,United States,Uruguay,0,1,1762,2012,-250,T2
2024-07-02BrazilColombia,2024-07-02,Copa América in the United States,Brazil,Colombia,1,1,2020,2031,-11,D
2024-07-02BrazilColombia,2024-07-02,Copa América in the United States,Colombia,Brazil,1,1,2031,2020,11,D
2024-07-02ComorosZambia,2024-07-02,COSAFA Cup in South Africa,Zambia,Comoros,0,1,1376,1327,49,T2
2024-07-02ComorosZambia,2024-07-02,COSAFA Cup in South Africa,Comoros,Zambia,1,0,1327,1376,-49,T1
2024-07-02Costa RicaParaguay,2024-07-02,Copa América in the United States,Paraguay,Costa Rica,1,2,1690,1632,58,T2
2024-07-02Costa RicaParaguay,2024-07-02,Copa América in the United States,Costa Rica,Paraguay,2,1,1632,1690,-58,T1
2024-07-02KenyaZimbabwe,2024-07-02,COSAFA Cup in South Africa,Zimbabwe,Kenya,0,2,1342,1401,-59,T2
2024-07-02KenyaZimbabwe,2024-07-02,COSAFA Cup in South Africa,Kenya,Zimbabwe,2,0,1401,1342,59,T1
2024-07-02MozambiqueBotswana,2024-07-02,COSAFA Cup in South Africa,Botswana,Mozambique,1,3,1344,1400,-56,T2
2024-07-02MozambiqueBotswana,2024-07-02,COSAFA Cup in South Africa,Mozambique,Botswana,3,1,1400,1344,56,T1
2024-07-02NetherlandsRomania,2024-07-02,European Championship in Germany,Netherlands,Romania,3,0,1959,1698,261,T1
2024-07-02NetherlandsRomania,2024-07-02,European Championship in Germany,Romania,Netherlands,0,3,1698,1959,-261,T2
2024-07-02South AfricaEswatini,2024-07-02,COSAFA Cup in South Africa,South Africa,Eswatini,1,0,1560,1234,326,T1
2024-07-02South AfricaEswatini,2024-07-02,COSAFA Cup in South Africa,Eswatini,South Africa,0,1,1234,1560,-326,T2
2024-07-02TurkeyAustria,2024-07-02,European Championship in Germany,Austria,Turkey,1,2,1910,1785,125,T2
2024-07-02TurkeyAustria,2024-07-02,European Championship in Germany,Turkey,Austria,2,1,1785,1910,-125,T1
2024-07-03AngolaLesotho,2024-07-03,COSAFA Cup in South Africa,Lesotho,Angola,1,3,1241,1505,-264,T2
2024-07-03AngolaLesotho,2024-07-03,COSAFA Cup in South Africa,Angola,Lesotho,3,1,1505,1241,264,T1
2024-07-03NamibiaSeychelles,2024-07-03,COSAFA Cup in South Africa,Seychelles,Namibia,1,3,863,1398,-535,T2
2024-07-03NamibiaSeychelles,2024-07-03,COSAFA Cup in South Africa,Namibia,Seychelles,3,1,1398,863,535,T1
2024-07-04ArgentinaEcuador,2024-07-04,Copa América in the United States,Ecuador,Argentina,1,1,1853,2160,-307,D
2024-07-04ArgentinaEcuador,2024-07-04,Copa América in the United States,Argentina,Ecuador,1,1,2160,1853,307,D
2024-07-05AngolaComoros,2024-07-05,COSAFA Cup in South Africa,Comoros,Angola,1,2,1350,1516,-166,T2
2024-07-05AngolaComoros,2024-07-05,COSAFA Cup in South Africa,Angola,Comoros,2,1,1516,1350,166,T1
2024-07-05CanadaVenezuela,2024-07-05,Copa América in the United States,Venezuela,Canada,1,1,1826,1741,85,D
2024-07-05CanadaVenezuela,2024-07-05,Copa América in the United States,Canada,Venezuela,1,1,1741,1826,-85,D
2024-07-05FrancePortugal,2024-07-05,European Championship in Germany,Portugal,France,0,0,1951,2078,-127,D
2024-07-05FrancePortugal,2024-07-05,European Championship in Germany,France,Portugal,0,0,2078,1951,127,D
2024-07-05GermanySpain,2024-07-05,European Championship in Germany,Germany,Spain,1,2,1957,2089,-132,T2
2024-07-05GermanySpain,2024-07-05,European Championship in Germany,Spain,Germany,2,1,2089,1957,132,T1
2024-07-05MozambiqueNamibia,2024-07-05,COSAFA Cup in South Africa,Mozambique,Namibia,0,0,1425,1401,24,D
2024-07-05MozambiqueNamibia,2024-07-05,COSAFA Cup in South Africa,Namibia,Mozambique,0,0,1401,1425,-24,D
2024-07-06BrazilUruguay,2024-07-06,Copa América in the United States,Uruguay,Brazil,0,0,2027,2021,6,D
2024-07-06BrazilUruguay,2024-07-06,Copa América in the United States,Brazil,Uruguay,0,0,2021,2027,-6,D
2024-07-06ColombiaPanama,2024-07-06,Copa América in the United States,Colombia,Panama,5,0,2030,1747,283,T1
2024-07-06ColombiaPanama,2024-07-06,Copa América in the United States,Panama,Colombia,0,5,1747,2030,-283,T2
2024-07-06EnglandSwitzerland,2024-07-06,European Championship in Germany,England,Switzerland,1,1,1977,1898,79,D
2024-07-06EnglandSwitzerland,2024-07-06,European Championship in Germany,Switzerland,England,1,1,1898,1977,-79,D
2024-07-06NetherlandsTurkey,2024-07-06,European Championship in Germany,Turkey,Netherlands,1,2,1819,1975,-156,T2
2024-07-06NetherlandsTurkey,2024-07-06,European Championship in Germany,Netherlands,Turkey,2,1,1975,1819,156,T1
2024-07-07AngolaNamibia,2024-07-07,COSAFA Cup in South Africa,Angola,Namibia,5,0,1527,1402,125,T1
2024-07-07AngolaNamibia,2024-07-07,COSAFA Cup in South Africa,Namibia,Angola,0,5,1402,1527,-125,T2
2024-07-07ComorosMozambique,2024-07-07,COSAFA Cup in South Africa,Mozambique,Comoros,2,2,1424,1339,85,D
2024-07-07ComorosMozambique,2024-07-07,COSAFA Cup in South Africa,Comoros,Mozambique,2,2,1339,1424,-85,D
2024-07-09ArgentinaCanada,2024-07-09,Copa América in the United States,Canada,Argentina,0,2,1747,2142,-395,T2
2024-07-09ArgentinaCanada,2024-07-09,Copa América in the United States,Argentina,Canada,2,0,2142,1747,395,T1
2024-07-09SpainFrance,2024-07-09,European Championship in Germany,Spain,France,2,1,2112,2069,43,T1
2024-07-09SpainFrance,2024-07-09,European Championship in Germany,France,Spain,1,2,2069,2112,-43,T2
2024-07-10ColombiaUruguay,2024-07-10,Copa América in the United States,Colombia,Uruguay,1,0,2046,2027,19,T1
2024-07-10ColombiaUruguay,2024-07-10,Copa América in the United States,Uruguay,Colombia,0,1,2027,2046,-19,T2
2024-07-10EnglandNetherlands,2024-07-10,European Championship in Germany,Netherlands,England,1,2,1989,1971,18,T2
2024-07-10EnglandNetherlands,2024-07-10,European Championship in Germany,England,Netherlands,2,1,1971,1989,-18,T1
2024-07-13CanadaUruguay,2024-07-13,Copa América in the United States,Uruguay,Canada,2,2,2003,1740,263,D
2024-07-13CanadaUruguay,2024-07-13,Copa América in the United States,Canada,Uruguay,2,2,1740,2003,-263,D
2024-07-14ArgentinaColombia,2024-07-14,Copa América in the United States,Argentina,Colombia,1,0,2149,2070,79,T1
2024-07-14ArgentinaColombia,2024-07-14,Copa América in the United States,Colombia,Argentina,0,1,2070,2149,-79,T2
2024-07-14SpainEngland,2024-07-14,European Championship in Germany,Spain,England,2,1,2134,1997,137,T1
2024-07-14SpainEngland,2024-07-14,European Championship in Germany,England,Spain,1,2,1997,2134,-137,T2
